longitude,latitude,tipo,valor,via
-69.830272,-22.210549,maxheight,4.3,Ruta 24
-47.745065,-22.210798,maxheight,5.5,Rodovia Washington Luís
-47.744220,-22.213157,maxheight,5.5,Rodovia Washington Luís
-47.767224,-22.215473,maxheight,5.5,Trevo Luiz Carlos do Nascimento Amaral
-49.856860,-22.217023,maxheight,5.6,
-49.856749,-22.217300,maxheight,5.6,
-49.856687,-22.217529,maxheight,5.6,
-45.915864,-22.218802,maxheight,5.5,Avenida Antônio Scodeller
-45.916420,-22.219014,maxheight,5.5,Avenida Antônio Scodeller
-49.880775,-22.222345,maxheight,5.3,
-49.880709,-22.222601,maxheight,5.3,
-49.880673,-22.222656,maxheight,5.3,Rodovia Comandante João Ribeiro de Barros
-49.880649,-22.222895,maxheight,5.3,
-45.907793,-22.227269,maxheight,5,
-45.907532,-22.227298,maxheight,5,
-45.881558,-22.240868,maxheight,5.7,
-45.465667,-22.243123,maxheight,3,Praça Doutor Carneiro de Rezende
-51.500318,-22.267257,maxheight,5.5,Rodovia Assis Chateaubriand
-51.497708,-22.267813,maxheight,5.5,Rodovia Assis Chateaubriand
-51.457374,-22.268113,maxheight,5.5,Rodovia Assis Chateaubriand
-51.457569,-22.268364,maxheight,5.5,Rodovia Assis Chateaubriand
-51.511658,-22.273840,maxheight,5.5,Rodovia Assis Chateaubriand
-51.511713,-22.274035,maxheight,5.5,Rodovia Assis Chateaubriand
-69.560830,-22.278407,maxheight,4.3,Ruta 24
-69.564491,-22.278457,maxheight,4.3,Ruta 24
-69.581488,-22.278975,maxheight,4.3,Ruta 24
-69.595450,-22.279455,maxheight,4.3,Ruta 24
-69.595763,-22.279466,maxheight,4.3,Ruta 24
-69.597551,-22.279522,maxheight,4.3,Ruta 24
-49.495005,-22.281571,maxheight,4.9,
-69.246026,-22.301110,maxheight,4.3,Ruta 24
-49.123358,-22.306614,maxheight,5,Rodovia Comandante João Ribeiro de Barros
-49.123445,-22.306781,maxheight,5,Rodovia Comandante João Ribeiro de Barros
-49.054882,-22.313706,maxheight,4,Rua Francisco Vidrih
-49.116510,-22.323492,maxheight,4.3,Avenida Waldemar Guimarães Ferreira
-49.062188,-22.327721,maxheight,3.5,Rua Joaquim Fidelis
-68.929839,-22.328542,maxheight,4.3,Ruta 24
-68.931039,-22.328653,maxheight,4.3,Ruta 24
-47.385855,-22.349140,maxheight,2.4,
-55.216894,-22.350558,maxheight,10,
-49.038676,-22.359723,maxheight,5.2,Rodovia Engenheiro João Baptista Cabral Rennó
-49.038539,-22.359819,maxheight,5.2,Rodovia Engenheiro João Baptista Cabral Rennó
-42.933784,-22.361682,maxwidth,3,
-49.040879,-22.362094,maxheight,5.2,Rodovia Engenheiro João Baptista Cabral Rennó
-49.040818,-22.362322,maxheight,5.2,Rodovia Engenheiro João Baptista Cabral Rennó
-46.970351,-22.373845,maxheight,5.2,
-46.971118,-22.373878,maxheight,5.2,
-46.970720,-22.373889,maxheight,5.2,
-42.953291,-22.389150,maxheight,5.5,Rotatória da Prata
-42.953390,-22.389415,maxheight,5.5,Rotatória da Prata
-47.552083,-22.420320,maxheight,4.5,Avenida 29
-47.552063,-22.420396,maxheight,4.5,Avenida 29
-45.460294,-22.428623,maxheight,3,Avenida Marginal Direita
-47.552813,-22.436855,maxheight,4.1,Estrada Santa Gertrudes
-47.552135,-22.437292,maxheight,4.1,Estrada Santa Gertrudes
-42.635652,-22.439867,maxwidth,3,Rua Dulce Braz Costa
-42.630483,-22.441130,maxwidth,3,Rua José Araujo Costa
-42.639049,-22.444363,maxwidth,3,Rua José Ventura da Rosa
-47.546814,-22.449962,maxheight,3,
-47.534219,-22.451200,maxheight,3.2,Avenida Remolo Tonon
-47.534130,-22.451202,maxheight,3.2,Avenida Remolo Tonon
-44.442757,-22.460777,maxheight,6.8,Rodovia Presidente Dutra
-44.441910,-22.460828,maxheight,6.8,Saída 311
-44.443203,-22.460937,maxheight,6.8,Rodovia Presidente Dutra
-44.443159,-22.461030,maxheight,6.8,Saída 311
-44.445472,-22.461251,maxheight,6.8,Rodovia Presidente Dutra
-44.445002,-22.461352,maxheight,6.8,Saída 311
-44.447153,-22.461509,maxheight,6.8,Saída 311
-44.458607,-22.462075,maxheight,4,
-44.458247,-22.462135,maxheight,4,
-44.465166,-22.462326,maxheight,4.5,Avenida Rita Maria Ferreira da Rocha
-44.450648,-22.462350,maxheight,4.5,Avenida Presidente Vargas
-44.429382,-22.462662,maxheight,4,Rua Iberê Camargo
-44.447724,-22.462801,maxheight,4.5,Rua Doutor Luís Pistarini
-44.429084,-22.462933,maxheight,4,Rua Leonardo da Vinci
-44.439196,-22.462955,maxheight,4,Avenida Doutor Marcondes Godoy
-44.435440,-22.462967,maxheight,4,Rua Doutor Haroldo Vianna Rodrigues
-44.439112,-22.462974,maxheight,4,Avenida Doutor Marcondes Godoy
-44.426527,-22.463221,maxheight,4,Rua Burle Marx
-44.450801,-22.463233,maxheight,4.5,Avenida Presidente Vargas
-44.427326,-22.463358,maxheight,4,Rua Pedro Américo
-44.436612,-22.463429,maxheight,4,Rua Paulo Guimarães
-44.425660,-22.463501,maxheight,4,Rua Bandeira de Melo
-44.456087,-22.463511,maxheight,4.5,Avenida Rita Maria Ferreira da Rocha
-44.426473,-22.463522,maxheight,4,Rua Anita Malfatti
-44.438508,-22.463531,maxheight,4,Rua Bady Sarkis
-44.439464,-22.463533,maxheight,4,
-44.429684,-22.463719,maxheight,4,Rua Di Calvalcante
-44.449681,-22.463852,maxheight,4,Rua Nicolau Rizzo
-44.427769,-22.463881,maxheight,4,Rua Tarsila do Amaral
-44.456097,-22.463915,maxheight,4.5,Avenida Rita Maria Ferreira da Rocha
-44.435840,-22.464083,maxheight,4,Rua Seis
-44.459678,-22.464121,maxheight,4.5,Avenida Marcílio Dias
-44.427470,-22.464584,maxheight,4,Rua José Pancetti
-44.438801,-22.464677,maxheight,4,Rua Cel. Xisto Peline
-44.443357,-22.464679,maxheight,4,Rua Expedicionário Domingo Gonçaves Sena
-44.447235,-22.464721,maxheight,4.5,Rua Sebastião Jesé Rodrigues
-44.438129,-22.464935,maxheight,4,Rua Ismar Pineschi
-44.439923,-22.464936,maxheight,4,Rua Antonio Duizit
-44.454353,-22.464937,maxheight,4,Rua Mario Periquito
-44.443144,-22.464952,maxheight,4,Rua Costa Lobo
-44.441770,-22.465243,maxheight,4,Rua Nair Esteves
-44.438122,-22.465297,maxheight,4,Rua Antonio Duizit
-44.453012,-22.465358,maxheight,4,Rua Pandia Calogeras
-44.444740,-22.465445,maxheight,4.5,Rua Isaac David Halpern
-44.451442,-22.465495,maxheight,3.8,
-44.452886,-22.465575,maxheight,4,Rua Macedo Miranda
-44.451972,-22.465612,maxheight,4,Rua Abel Rodrigues Pontes
-44.451357,-22.465639,maxheight,4.5,
-44.435974,-22.465709,maxheight,2.5,
-44.439753,-22.465717,maxheight,4,Rua Pastor Elson
-44.450665,-22.465776,maxheight,3.8,Avenida Presidente Kennedy
-44.444294,-22.465778,maxheight,4,Rua Antônio Veloso Junior
-44.426840,-22.465800,maxheight,4,Rua Di Calvalcante
-44.438374,-22.465967,maxheight,4,Rua Doutor Araripe Reis
-44.446865,-22.465970,maxheight,4,
-44.441961,-22.465996,maxheight,4,Rua Cadete Edson
-44.440532,-22.466034,maxheight,4,Rua Cadete Caldas
-44.437708,-22.466096,maxheight,4,Rua Expedicionário Laudelino Nogueira
-44.456874,-22.466111,maxheight,4,Rua Mauro Cezar do Nascimento
-44.452065,-22.466174,maxheight,4,Rua Abel Rodrigues Pontes
-44.450570,-22.466300,maxheight,4,Rua Luís Eusébio
-44.453526,-22.466383,maxheight,4,Rua Pandia Calogeras
-44.440036,-22.466404,maxheight,4,Rua Pastor Elson
-44.441342,-22.466456,maxheight,4,Rua Expedicionário Cadiz
-44.444369,-22.466467,maxheight,4,Rua Dalva Menandro
-44.452133,-22.466585,maxheight,4,Rua Abel Rodrigues Pontes
-44.442875,-22.466871,maxheight,4,Rua Agulhas Negras
-44.448655,-22.467101,maxheight,4,
-44.442240,-22.467135,maxheight,4,Rua Nair Esteves
-44.440787,-22.467144,maxheight,4,Rua Cadete Souto
-44.448245,-22.467309,maxheight,4,Avenida Presidente Kennedy
-44.442152,-22.467615,maxheight,4,Rua Expedicionário Antônio Francisco de Carvalho Filho
-44.447531,-22.467657,maxheight,4.5,Ponte Doutor Tácito Viana Rodrigues
-44.468077,-22.467861,maxheight,4,
-44.447757,-22.467904,maxheight,4.5,Avenida Doutor Gustavo Jardim
-44.447387,-22.467918,maxheight,4,Avenida Presidente Kennedy
-44.442820,-22.468066,maxheight,4,Avenida Beira Rio
-44.469046,-22.468081,maxheight,4,Rua Doutor Artur Locher
-44.451994,-22.468089,maxheight,4,Rua João Batista V. de Moraes
-44.456334,-22.468175,maxheight,4,Rua Elza da Silva Duarte
-44.446307,-22.468595,maxheight,4,Rua Simão da Cunha Gago
-44.466482,-22.468756,maxheight,4,
-44.463908,-22.468792,maxheight,4,Rua Tiradentes
-44.457463,-22.468910,maxheight,4.5,Avenida Tenente Coronel Adalberto Mendes
-44.451982,-22.469019,maxheight,4,Rua Astolpho Villaça
-44.457529,-22.469279,maxheight,4,Rua Professor Oswaldo da Rocha Camõe
-44.447293,-22.469288,maxheight,4,Rua Alcides Jardineiro
-44.451107,-22.469433,maxheight,4,Rua Francisco Villaca
-44.467478,-22.469748,maxheight,4,Rua Doutor Artur Locher
-44.460802,-22.469865,maxheight,4.5,Avenida Tenente Coronel Adalberto Mendes
-44.467561,-22.470137,maxheight,4,Avenida Basileia
-44.449141,-22.470949,maxheight,4,Rua do Rosário
-44.453913,-22.471008,maxheight,4,Rua Madre Angelica
-44.459842,-22.471998,maxheight,4,Rua Fluminense
-44.445837,-22.472009,maxheight,4,Rua do Rosário
-44.448933,-22.472076,maxheight,4,Rua Juca de Mattos
-44.448761,-22.472184,maxheight,4,Travessa Senhor dos Passo
-44.449217,-22.473549,maxheight,4,Rua Senhor dos Passos
-44.466969,-22.474385,maxheight,4.5,Avenida Tenente Coronel Adalberto Mendes
-44.453189,-22.474457,maxheight,4,Rua General Praty de Aguiar
-44.450054,-22.474843,maxheight,4,Rua Senhor dos Passos
-44.453638,-22.475190,maxheight,4,Rua Francisco Tavares de Resende
-44.463802,-22.475582,maxheight,4.5,Avenida General Fonseca
-44.451394,-22.476352,maxheight,4,Rua Senhor dos Passos
-44.461613,-22.478676,maxheight,4.5,Avenida Augusto de Carvalho
-44.461476,-22.478681,maxheight,4.5,Avenida Augusto de Carvalho
-44.458885,-22.478722,maxheight,4,Rua Roberto Riva
-44.453252,-22.479177,maxheight,4,Rua Francisco Tavares de Resende
-44.453175,-22.479251,maxheight,4,Rua Francisco Tavares de Resende
-44.458180,-22.479636,maxheight,4,Rua Cláudia Assumpção
-44.453255,-22.479723,maxheight,4,Rua Claudino José de Paula
-44.463506,-22.479983,maxheight,4.5,Avenida Augusto de Carvalho
-44.460573,-22.480725,maxheight,4,Rua Santa Ângela
-44.460849,-22.480867,maxheight,4,Rua Professor Jorge Kuraiem
-44.464547,-22.480939,maxheight,4.5,Avenida Augusto de Carvalho
-44.464940,-22.481108,maxheight,4.5,Avenida Augusto de Carvalho
-44.458967,-22.481607,maxheight,4,Rua Miguel Nunes Teixeira
-44.456441,-22.482380,maxheight,4,Rua Alcides Ribeiro Wright
-54.126704,-22.482875,maxheight,2,
-51.663372,-22.486386,maxheight,5.5,Rodovia Assis Chateaubriand
-46.633381,-22.487420,maxheight,4.5,SP-360;BR-146
-44.653864,-22.492198,maxheight,6.3,Rodovia Presidente Dutra
-44.650892,-22.493236,maxheight,6.3,Rodovia Presidente Dutra
-44.647911,-22.494395,maxheight,6.3,Rodovia Presidente Dutra
-44.646530,-22.495251,maxheight,6.3,Rodovia Presidente Dutra
-44.644771,-22.496246,maxheight,6.3,Rodovia Presidente Dutra
-44.663253,-22.497799,maxheight,6.3,Rodovia Presidente Dutra
-44.089663,-22.500883,maxheight,2.8,Avenida Almirante Adalberto de Barros Nunes
-44.088318,-22.501185,maxheight,3,Avenida Almirante Adalberto de Barros Nunes
-47.401606,-22.501945,maxheight,5.1,Rodovia Washington Luís
-47.399340,-22.502360,maxheight,5.2,Rodovia Washington Luís
-44.072852,-22.502395,maxheight,5,
-47.399360,-22.502617,maxheight,5.1,Rodovia Washington Luís
-47.400225,-22.502956,maxheight,5.1,
-47.398754,-22.503488,maxheight,5.1,
-44.072628,-22.503684,maxheight,4.75,Rua Eloy Pereira Pimentel
-44.675460,-22.504711,maxheight,6.8,Rodovia Presidente Dutra
-42.302055,-22.508439,maxheight,6.3,Rodovia Governador Mário Covas
-42.301971,-22.508603,maxheight,5.9,Rodovia Governador Mário Covas
-44.688094,-22.509402,maxheight,6.8,Rodovia Presidente Dutra
-44.091138,-22.511943,maxheight,5.5,Rodovia Lúcio Meira
-44.109565,-22.517045,maxheight,5,Rodovia Lúcio Meira
-44.109051,-22.517157,maxheight,4.5,Avenida dos Trabalhadores
-46.647365,-22.522348,maxheight,5.5,Avenida Trinta e Um de Março
-41.933422,-22.527204,maxheight,3.5,Avenida Rotary Club
-41.933430,-22.527263,maxheight,3.5,Rua Colibri
-44.195669,-22.532893,maxheight,4.3,
-44.771955,-22.536555,maxheight,4.5,Rua Major Cirino
-44.194916,-22.537225,maxheight,4.5,Estrada Governador Chagas Freitas
-44.776044,-22.538124,maxheight,11,Rodovia Presidente Dutra
-44.776018,-22.538209,maxheight,11,Rodovia Presidente Dutra
-44.156650,-22.547607,maxweight,20,Viaduto Elias Rodrigues Costa
-44.179229,-22.552756,maxheight,6,Rua Sebastião Correa
-44.179357,-22.552762,maxheight,6,Rua Sebastião Correa
-44.177573,-22.553143,maxheight,6,Rua Sebastião Correa
-44.175903,-22.553561,maxheight,6,Rua Sebastião Correa
-44.174719,-22.554343,maxheight,6,Rua Sebastião Correa
-44.173560,-22.555134,maxheight,6,Rua Sebastião Correa
-44.173870,-22.555306,maxheight,6.7,Rodovia Presidente Dutra
-44.173476,-22.555308,maxheight,6,Rua Sebastião Correa
-44.173398,-22.555474,maxheight,6,Rua Sebastião Correa
-44.173504,-22.555671,maxheight,6.5,Rodovia Presidente Dutra
-44.173271,-22.556156,maxheight,6,Rua Sebastião Correa
-44.173147,-22.556851,maxheight,6,Rua Sebastião Correa
-44.172953,-22.557785,maxheight,6.7,Rodovia Presidente Dutra
-44.172303,-22.559492,maxheight,6,Rua Sebastião Correa
-44.167227,-22.560955,maxheight,6.7,Rodovia Presidente Dutra
-44.164389,-22.561744,maxheight,6,Rua Sebastião Corrêa
-44.161977,-22.562039,maxheight,6,Rua Sebastião Corrêa de Oliveira
-44.171431,-22.562132,maxheight,6,Rua Sebastião Correa
-44.170988,-22.562474,maxheight,6,Rua Sebastião Correa
-44.168104,-22.562548,maxheight,6,Rua Sebastião Corrêa
-44.170365,-22.562577,maxheight,6.5,
-44.170181,-22.562892,maxheight,6,Rua Sebastião Correa
-47.399557,-22.569095,maxheight,2.15,
-41.989876,-22.574428,maxwidth,0.3,obstáculo
-44.877073,-22.578962,maxheight,6.9,Rodovia Presidente Dutra
-44.877184,-22.578978,maxheight,6.4,Rodovia Presidente Dutra
-55.682447,-22.581376,maxwidth,1,
-44.034698,-22.582125,maxheight,6.1,Rodovia Presidente Dutra
-44.026835,-22.582205,maxheight,6.1,Rodovia Presidente Dutra
-43.966541,-22.582998,maxheight,2.5,Buraco Varjão
-44.051176,-22.587019,maxheight,6.1,Rodovia Presidente Dutra
-44.088648,-22.588304,maxheight,6.1,Rodovia Presidente Dutra
-44.094636,-22.588406,maxheight,6.1,Rodovia Presidente Dutra
-44.100680,-22.588706,maxheight,6.1,Rodovia Presidente Dutra
-44.081175,-22.590077,maxheight,6.1,Rodovia Presidente Dutra
-44.076840,-22.591879,maxheight,6.1,Rodovia Presidente Dutra
-44.068203,-22.592263,maxheight,6.1,Rodovia Presidente Dutra
-44.069519,-22.592740,maxheight,6.1,Rodovia Presidente Dutra
-44.073682,-22.592846,maxheight,6.1,Rodovia Presidente Dutra
-44.072798,-22.592880,maxheight,6.1,Rodovia Presidente Dutra
-44.071246,-22.592895,maxheight,6.1,Rodovia Presidente Dutra
-41.995669,-22.594897,maxweight,45,Rodovia Amaral Peixoto
-43.949823,-22.597119,maxheight,6.5,Rodovia Presidente Dutra
-43.026193,-22.604389,maxheight,5.5,
-43.026093,-22.604605,maxheight,5.5,
-47.353758,-22.609598,maxweight,3,LIM-373
-47.059747,-22.623134,maxheight,3.5,Alameda Maurício de Nassau
-47.059767,-22.623190,maxheight,3.5,Alameda Maurício de Nassau
-50.409222,-22.638174,maxheight,5.3,Rodovia Raposo Tavares
-50.409210,-22.638269,maxheight,5.3,Rodovia Raposo Tavares
-47.328393,-22.639038,maxheight,5.4,
-43.209907,-22.646413,maxheight,6,Rodovia Rio Teresópolis
-43.203358,-22.646490,maxheight,6,Rodovia Rio-Teresópolis
-43.198750,-22.646557,maxheight,6,Rodovia Rio Teresópolis
-43.209991,-22.646558,maxheight,6,Rodovia Rio-Teresópolis
-43.216518,-22.646771,maxheight,5.5,Rodovia Rio-Teresópolis
-43.219661,-22.647030,maxheight,5.5,
-43.180504,-22.647915,maxheight,6.1,
-43.180211,-22.648161,maxheight,5.5,Rodovia Raphael de Almeida Magalhães
-43.180338,-22.648275,maxheight,5.5,Rodovia Raphael de Almeida Magalhães
-43.180198,-22.648339,maxheight,6.1,
-43.231276,-22.648975,maxheight,6.7,Rodovia Rio-Teresópolis
-44.957718,-22.650803,maxheight,5,Rodovia Hamilton Vieira Mendes
-44.957565,-22.650850,maxheight,5,Rodovia Hamilton Vieira Mendes
-43.165161,-22.651742,maxheight,6.2,
-43.086396,-22.654796,maxheight,5.5,Rodovia Rio-Teresópolis
-43.146534,-22.655042,maxheight,5.2,Rodovia Rio-Teresópolis
-43.087101,-22.655156,maxheight,5.5,
-43.087082,-22.655350,maxheight,5.5,
-43.088374,-22.656305,maxheight,5.5,Rodovia Rio-Teresópolis
-43.088259,-22.656418,maxheight,5.5,Rodovia Rio-Teresópolis
-43.130123,-22.656980,maxheight,5.5,Rodovia Rio-Teresópolis
-43.092462,-22.660670,maxheight,5.9,Rodovia Rio-Teresópolis
-43.116440,-22.660693,maxheight,5.5,Rodovia Rio-Teresópolis
-45.012233,-22.660729,maxweight,7,Ponte Professor Agostinho Vicente de Freitas Ramos
-45.012181,-22.661348,maxweight,7,Ponte Professor Agostinho Vicente de Freitas Ramos
-45.011953,-22.662470,maxheight,3.8,Rua Silva Caldas
-43.093897,-22.662488,maxheight,5.5,Rodovia Rio-Teresópolis
-43.257754,-22.663269,maxheight,6.1,Rodovia Rio-Teresópolis
-43.112858,-22.664137,maxheight,5.5,Rodovia Rio-Teresópolis
-43.271037,-22.669002,maxheight,6,Rodovia Rio-Teresópolis
-47.686942,-22.669683,maxheight,6,Avenida Doutor Antonio da Costa Pinto e Silva
-44.990957,-22.669969,maxheight,5.5,
-43.274391,-22.670391,maxheight,5.5,
-44.999992,-22.675677,maxheight,5.7,Rodovia Presidente Dutra
-44.999928,-22.675768,maxheight,5.6,Rodovia Presidente Dutra
-43.286147,-22.676234,maxheight,5.5,Rodovia Washington Luiz
-43.813686,-22.680015,maxheight,6.4,Rodovia Presidente Dutra
-43.813346,-22.681102,maxheight,6.4,Rodovia Presidente Dutra
-47.673004,-22.685987,maxheight,5.3,Avenida Cristóvão Colombo
-47.673192,-22.686072,maxheight,5.3,Avenida Cristóvão Colombo
-43.800753,-22.686358,maxheight,6.4,Rodovia Presidente Dutra
-48.670467,-22.690493,maxheight,5.4,
-42.548637,-22.691605,maxheight,5.6,Rodovia Governador Mário Covas
-47.778056,-22.693142,maxheight,3.5,Avenida Fioravante Cenedese
-47.660432,-22.698200,maxheight,5.5,Rodovia Geraldo de Barros
-47.658229,-22.700911,maxheight,5.5,Avenida Primeiro de Agosto
-43.567832,-22.708832,maxheight,2.85,
-43.567760,-22.708870,maxheight,2.85,Avenida Fluminense
-43.567728,-22.708893,maxheight,2.85,Avenida Fluminense
-43.567955,-22.709096,maxheight,2.85,Túnel do Pontilhão
-43.567874,-22.709145,maxheight,2.85,Túnel do Pontilhão
-43.567839,-22.709426,maxheight,2.85,Túnel do Pontilhão
-43.567699,-22.709510,maxheight,2.85,Túnel do Pontilhão
-43.567533,-22.709616,maxheight,2.85,
-42.656855,-22.710565,maxheight,6,Rodovia Governador Mário Covas
-47.647212,-22.715388,maxheight,5.5,Avenida Armando de Salles Oliveira
-43.719516,-22.715968,maxheight,5,Rodovia Presidente Dutra
-43.717248,-22.716142,maxheight,5,Rodovia Presidente Dutra
-43.716745,-22.716212,maxheight,5,Rodovia Presidente Dutra
-43.717866,-22.716216,maxheight,5,Rodovia Presidente Dutra
-43.715906,-22.716330,maxheight,5,Rodovia Presidente Dutra
-43.716763,-22.716382,maxheight,5,Rodovia Presidente Dutra
-43.716566,-22.716410,maxheight,5,Rodovia Presidente Dutra
-43.716127,-22.716469,maxheight,5,Rodovia Presidente Dutra
-43.714844,-22.716479,maxheight,5.8,Rodovia Presidente Dutra
-43.710922,-22.717041,maxheight,5.8,Rodovia Presidente Dutra
-43.706126,-22.717728,maxheight,5.8,Rodovia Presidente Dutra
-43.703435,-22.718114,maxheight,5.8,Rodovia Presidente Dutra
-43.691421,-22.719838,maxheight,5.8,Rodovia Presidente Dutra
-47.646193,-22.720353,maxheight,5,Avenida Armando de Salles Oliveira
-42.691340,-22.722839,maxheight,5.5,Rodovia Governador Mário Covas
-45.074335,-22.727310,maxheight,2,
-43.635205,-22.728391,maxheight,6.3,
-45.073884,-22.728417,maxheight,2,
-43.635023,-22.728470,maxheight,6.4,Rodovia Presidente Dutra
-43.629800,-22.729243,maxheight,6.4,Rodovia Presidente Dutra
-45.075043,-22.729699,maxheight,2,
-43.716309,-22.729742,maxheight,5.7,Rodovia Luiz Henrique Rezende Novaes
-43.715352,-22.730743,maxheight,5.7,Rodovia Luiz Henrique Rezende Novaes
-43.714474,-22.731656,maxheight,5.7,Rodovia Luiz Henrique Rezende Novaes
-43.557641,-22.732508,maxheight,5.5,Rodovia Presidente Dutra
-43.555140,-22.734006,maxheight,5.5,Rodovia Presidente Dutra
-43.551766,-22.735464,maxheight,5.5,Rodovia Presidente Dutra
-43.549039,-22.735669,maxheight,5.5,Rodovia Presidente Dutra
-47.491487,-22.735897,maxweight,3.5,
-47.491443,-22.736051,maxweight,3.5,
-43.490730,-22.737547,maxheight,5.8,Rodovia Presidente Dutra
-43.489110,-22.737564,maxheight,5.8,Rodovia Presidente Dutra
-43.487570,-22.737662,maxheight,5.8,Rodovia Presidente Dutra
-42.736590,-22.737869,maxheight,5.8,Rodovia Governador Mário Covas
-43.484274,-22.737917,maxheight,5.8,Rodovia Presidente Dutra
-43.483623,-22.738084,maxheight,6.1,Rodovia Presidente Dutra
-43.478232,-22.738257,maxheight,5.8,
-43.478364,-22.738393,maxheight,5.8,Rodovia Presidente Dutra
-43.493934,-22.738549,maxheight,5.8,Rodovia Presidente Dutra
-43.475659,-22.738710,maxheight,5.8,Rodovia Presidente Dutra
-43.473598,-22.738778,maxheight,5.8,Rodovia Presidente Dutra
-50.205925,-22.738963,maxheight,4.9,
-43.471041,-22.738976,maxheight,4.6,Rodovia Presidente Dutra
-43.467355,-22.739271,maxheight,4.6,Rodovia Presidente Dutra
-43.463015,-22.739620,maxheight,4.6,Rodovia Presidente Dutra
-43.460738,-22.739804,maxheight,4.6,Rodovia Presidente Dutra
-43.497403,-22.739856,maxheight,6.5,Rodovia Presidente Dutra
-43.459494,-22.739904,maxheight,4.6,Rodovia Presidente Dutra
-43.497414,-22.739972,maxheight,6.6,Rodovia Presidente Dutra
-43.497918,-22.740086,maxheight,6.5,Rodovia Presidente Dutra
-43.458198,-22.740093,maxheight,5.1,Rodovia Presidente Dutra
-43.497870,-22.740168,maxheight,6.6,Rodovia Presidente Dutra
-43.498733,-22.740434,maxheight,6.5,Rodovia Presidente Dutra
-43.456370,-22.740492,maxheight,5.1,Rodovia Presidente Dutra
-43.498965,-22.740640,maxheight,6.6,Rodovia Presidente Dutra
-43.455128,-22.740873,maxheight,5.1,Rodovia Presidente Dutra
-43.456065,-22.740924,maxheight,5.1,Rodovia Presidente Dutra
-47.327501,-22.740970,maxheight,3.7,
-47.327590,-22.740999,maxheight,3.7,
-43.500122,-22.741010,maxheight,6.5,Rodovia Presidente Dutra
-43.454335,-22.741176,maxheight,5.1,Rodovia Presidente Dutra
-43.500597,-22.741333,maxheight,6.6,Rodovia Presidente Dutra
-43.453802,-22.741401,maxheight,5.1,Rodovia Presidente Dutra
-43.453339,-22.741619,maxheight,5.1,Rodovia Presidente Dutra
-43.502112,-22.741844,maxheight,5.2,Rodovia Presidente Dutra
-45.092962,-22.742040,maxheight,5.7,Rodovia Presidente Dutra
-45.092911,-22.742103,maxheight,5.6,Rodovia Presidente Dutra
-43.504852,-22.742996,maxheight,5.2,Rodovia Presidente Dutra
-43.507183,-22.743876,maxheight,5.2,Rodovia Presidente Dutra
-43.509182,-22.744144,maxheight,5.2,Rodovia Presidente Dutra
-43.510747,-22.744197,maxheight,5.2,Rodovia Presidente Dutra
-43.449014,-22.744372,maxheight,4.8,Rodovia Presidente Dutra
-43.447958,-22.745212,maxheight,4.9,Rodovia Presidente Dutra
-45.097659,-22.745389,maxheight,5.9,Rodovia Presidente Dutra
-45.097585,-22.745446,maxheight,6,Rodovia Presidente Dutra
-43.446686,-22.745976,maxheight,4.8,Rodovia Presidente Dutra
-43.446423,-22.746270,maxheight,4.9,Rodovia Presidente Dutra
-43.445858,-22.746667,maxheight,4.9,Rodovia Presidente Dutra
-43.445027,-22.747258,maxheight,4.9,Rodovia Presidente Dutra
-43.444401,-22.747552,maxheight,4.8,Rodovia Presidente Dutra
-43.444338,-22.747750,maxheight,4.9,Rodovia Presidente Dutra
-43.443606,-22.748099,maxheight,4.8,Rodovia Presidente Dutra
-43.443785,-22.748133,maxheight,4.9,Rodovia Presidente Dutra
-43.443031,-22.748645,maxheight,4.9,Rodovia Presidente Dutra
-43.442390,-22.748934,maxheight,4.8,Rodovia Presidente Dutra
-43.306719,-22.748998,maxheight,2,Avenida Governador Leonel de Moura Brizola
-43.306848,-22.749008,maxheight,2,Avenida Governador Leonel de Moura Brizola
-43.441031,-22.749869,maxheight,4.8,Rodovia Presidente Dutra
-49.429461,-22.749949,maxheight,4.9,
-43.440864,-22.750130,maxheight,4.9,Rodovia Presidente Dutra
-45.105510,-22.750568,maxheight,5.6,
-43.439758,-22.750753,maxheight,4.8,Rodovia Presidente Dutra
-45.105303,-22.750955,maxheight,5.6,
-45.105372,-22.751003,maxheight,5.6,
-43.438492,-22.751636,maxheight,6.5,Rodovia Presidente Dutra
-43.437665,-22.752493,maxheight,5.7,Rodovia Presidente Dutra (Pista Lateral)
-43.437276,-22.752595,maxheight,6.5,Rodovia Presidente Dutra
-43.436068,-22.753605,maxheight,5.7,Rodovia Presidente Dutra (Pista Lateral)
-43.433686,-22.754963,maxheight,6.5,Rodovia Presidente Dutra
-47.002421,-22.755108,maxweight,12,Rua Walter Franco de Lima
-45.609899,-22.755123,maxheight,3.4,Rodovia Floriano Rodrigues Pinheiro
-42.888921,-22.755406,maxheight,6.4,Rodovia Governador Mário Covas
-42.891713,-22.756037,maxheight,6.1,Rodovia Governador Mário Covas
-42.886902,-22.756145,maxheight,6.4,Rodovia Governador Mário Covas
-42.893341,-22.756848,maxheight,6.1,Rodovia Governador Mário Covas
-42.893981,-22.757686,maxheight,6.1,Rodovia Governador Mário Covas
-42.881302,-22.759042,maxheight,6.4,Rodovia Governador Mário Covas
-43.287281,-22.759123,maxheight,6.5,Rodovia Washington Luiz - Auxiliar
