longitude,latitude,tipo,valor,via
-47.318934,-0.646778,maxheight,6.5,
-47.318983,-0.647006,maxheight,6.5,
-46.773010,-1.062757,maxweight,0.01,Rua São Pedro
-46.773060,-1.063011,maxweight,0.01,Rua São Pedro
-46.940859,-1.080888,maxwidth,1.2,
-47.114950,-1.245765,maxwidth,4,
-48.441796,-1.326237,maxheight,8,
-48.441895,-1.326243,maxheight,8,
-48.245381,-1.340659,maxheight,5.5,
-48.453219,-1.354666,maxheight,5,Rua Netuno
-48.452799,-1.355136,maxheight,2.5,
-48.443960,-1.371241,maxheight,5.5,Avenida Augusto Montenegro
-48.444013,-1.371402,maxheight,5,Avenida Augusto Montenegro
-48.443128,-1.372510,maxheight,4.5,
-48.442870,-1.372962,maxheight,5.5,Avenida Augusto Montenegro
-48.442980,-1.373020,maxheight,5,Avenida Augusto Montenegro
-48.442714,-1.373084,maxheight,4.5,
-48.442099,-1.374458,maxheight,5,Avenida Augusto Montenegro
-48.422236,-1.379367,maxheight,4.5,Passagem Tapajós
-48.409951,-1.387512,maxheight,4,Rodovia BR-316
-48.414332,-1.390028,maxheight,5,Rodovia BR-316
-48.415473,-1.390979,maxheight,4,Rodovia BR-316
-48.435231,-1.406638,maxheight,5.5,Avenida Almirante Barroso
-48.435132,-1.406727,maxheight,5.5,Avenida Almirante Barroso
-48.473915,-1.422323,maxheight,3.5,Passagem Bom Jardim
-48.487552,-1.447586,maxheight,2,
-45.546674,-1.448617,maxweight,7000,MA-301
-54.735699,-1.947553,maxheight,5.5,Desvio da José Leite de Melo
-38.766217,-10.547765,maxheight,2,BA-220
-38.740425,-10.548614,maxheight,2,BA-220
-38.737764,-10.549604,maxheight,2,Avenida de Junco
-38.736135,-10.550780,maxheight,2,BA-220
-38.776198,-10.550899,maxheight,2,BA-220
-38.791353,-10.552669,maxheight,2,BA-220
-38.706111,-10.557204,maxheight,2,BA-220
-38.646640,-10.564924,maxheight,2,Estrada Para Pedra Furada
-38.614921,-10.579609,maxheight,2,Rua Ricardo Ferreira
-38.537517,-10.836189,maxheight,5,Avenida Oliveira Brito
-38.540963,-10.836312,maxheight,5,Avenida Oliveira Brito
-38.536378,-10.836341,maxheight,5,Avenida Evência Brito
-37.136407,-10.849619,maxheight,5.5,SE-090
-37.077233,-10.852127,maxheight,2.6,
-37.078296,-10.852133,maxheight,2.6,
-37.133170,-10.884303,maxheight,5.5,Rodovia Padre Pedro
-37.133611,-10.884348,maxheight,5.5,Rodovia Padre Pedro
-37.133181,-10.884367,maxheight,5.5,Rodovia Padre Pedro
-37.133088,-10.885864,maxheight,5.5,Rodovia Governador Mário Covas
-61.930613,-10.892486,maxheight,6,
-61.930687,-10.892677,maxheight,6,
-37.131778,-10.901289,maxheight,5.5,Rodovia Governador Mário Covas
-37.132333,-10.902002,maxheight,5.5,
-37.131442,-10.902268,maxheight,5.5,
-37.133150,-10.902440,maxheight,5.5,Rodovia Governador Mário Covas
-37.130966,-10.902497,maxheight,5.5,
-37.132096,-10.902818,maxheight,5.5,Avenida Chanceler Osvaldo Aranha
-37.131535,-10.903017,maxheight,5.5,Viaduto Sobre
-37.131625,-10.903028,maxheight,5.5,Viaduto Sobre
-37.131189,-10.903174,maxheight,5.5,Rodovia Governador Mário Covas
-37.130123,-10.903294,maxheight,5.5,Avenida Chanceler Osvaldo Aranha
-37.028312,-10.903296,maxheight,6,Rodovia José de Campos
-37.131587,-10.903585,maxheight,5.5,Rodovia Governador Mário Covas
-37.132362,-10.903697,maxheight,5.5,
-37.128933,-10.903716,maxheight,5.5,Avenida Chanceler Osvaldo Aranha
-37.024351,-10.909215,maxheight,3,Estacionamento para Moradores
-37.024946,-10.909221,maxheight,3,
-37.025265,-10.909814,maxheight,3,
-37.024635,-10.909883,maxheight,3,
-37.077201,-10.919868,maxwidth,2,
-37.082613,-10.933632,maxheight,5.5,Avenida Presidente Tancredo Neves
-37.080274,-10.939005,maxheight,5.5,Avenida Presidente Tancredo Neves
-37.076872,-10.939130,maxheight,5,Avenida Augusto Franco
-37.063785,-10.939570,maxheight,2.2,
-37.077520,-10.941885,maxheight,5,Avenida Augusto Franco
-37.077357,-10.942627,maxheight,5,Avenida Augusto Franco
-62.381517,-10.944458,maxweight,5,
-62.398352,-10.946613,maxweight,5,
-37.066669,-10.950945,maxheight,5.5,Avenida Iolanda Pinto de Jesus
-37.066828,-10.950947,maxheight,5.5,Avenida Iolanda Pinto de Jesus
-37.049137,-10.988707,maxheight,2.6,
-68.752239,-11.026661,maxheight,5,Avenida Internacional
-37.371661,-11.038517,maxheight,5.5,Rodovia Lourival Baptista
-37.364780,-11.042180,maxheight,5.5,Rodovia Governador Mário Covas
-37.366226,-11.042528,maxheight,5.5,Rodovia Lourival Baptista
-37.364846,-11.043633,maxheight,5.5,Rodovia Governador Mário Covas
-37.364947,-11.044396,maxheight,5.5,Rodovia Governador Mário Covas
-37.364895,-11.045093,maxheight,5.5,Rodovia Governador Mário Covas
-37.365037,-11.047301,maxheight,5.5,Rodovia Governador Mário Covas
-37.298284,-11.050956,maxweight,23,Rodovia Umberto Mandarino
-37.365026,-11.052849,maxheight,5.5,Rodovia Governador Mário Covas
-37.363849,-11.058190,maxheight,5.5,Rodovia Governador Mário Covas
-37.364611,-11.059192,maxheight,5.5,Rodovia Governador Mário Covas
-37.364227,-11.069203,maxheight,5.5,Rodovia Governador Mário Covas
-37.362578,-11.071256,maxheight,5.5,Rodovia Governador Mário Covas
-37.364168,-11.074876,maxheight,5.5,Rodovia Governador Mário Covas
-37.268498,-11.075782,maxweight,23,Rodovia Umberto Mandarino
-37.267971,-11.081739,maxweight,23,Rodovia Umberto Mandarino
-37.268525,-11.087686,maxweight,23,Rodovia Umberto Mandarino
-37.245405,-11.140096,maxweight,23,Rodovia Umberto Mandarino
-38.000901,-11.187129,maxweight,10,Avenida Getúlio Vargas
-38.002471,-11.190223,maxweight,10,Avenida Getúlio Vargas
-38.002859,-11.191045,maxweight,10,Avenida Getúlio Vargas
-38.003247,-11.191837,maxweight,10,Avenida Getúlio Vargas
-55.796409,-11.241157,maxheight,1.8,
-40.295143,-11.417801,maxheight,5,Rua Manoel Roque Rodrigues
-40.298571,-11.418100,maxheight,5,Rua Manoel Roque Rodrigues
-40.298853,-11.418126,maxheight,5,Rua Manoel Roque Rodrigues
-69.306351,-11.463497,maxweight,60,Transoceánica
-37.568120,-11.539827,maxweight,24.65,
-69.241181,-11.653439,maxweight,60,Transoceánica
-45.824904,-11.885971,maxheight,2.5,
-45.801490,-11.969611,maxheight,2.5,Via de Acesso LEM - Estrada do café
-45.805064,-11.991702,maxheight,2.5,Via de Acesso LEM - Estrada do café
-45.801844,-12.018644,maxheight,2.5,Via de Acesso LEM - Estrada do café
-69.152381,-12.277567,maxweight,60,Transoceánica
-38.000698,-12.574817,maxwidth,1,
-38.000338,-12.574924,maxwidth,1,
-38.349910,-12.638744,maxheight,5.5,Via do Cobre
-38.078704,-12.646625,maxheight,5.8,Estrada do Coco
-38.079057,-12.647090,maxheight,5.8,Estrada do Coco
-38.370761,-12.672970,maxheight,6,Canal de Tráfego
-38.379064,-12.681554,maxheight,5.5,Canal de Tráfego
-38.238614,-12.682660,maxweight,7,Via Atlântica
-38.255453,-12.683749,maxweight,7,Via Atlântica
-38.258900,-12.683791,maxweight,7,Via Atlântica
-38.232546,-12.683894,maxweight,7,Via Atlântica
-38.232230,-12.684048,maxweight,7,Via Atlântica
-38.269830,-12.684264,maxweight,7,Via Atlântica
-38.231914,-12.684286,maxweight,7,Via Atlântica
-38.276283,-12.684352,maxweight,7,Via Atlântica
-38.231638,-12.684538,maxweight,7,Via Atlântica
-38.231411,-12.684772,maxweight,7,Via Atlântica
-38.229352,-12.687015,maxweight,7,Via Atlântica
-38.227272,-12.689284,maxweight,7,Via Atlântica
-38.226955,-12.689626,maxweight,7,Via Atlântica
-38.226594,-12.690014,maxweight,7,Via Atlântica
-38.304524,-12.702874,maxheight,5.5,Avenida Jorge Amado
-38.304496,-12.702993,maxheight,5.5,Avenida Jorge Amado
-38.193858,-12.706624,maxweight,7,Via Atlântica
-38.170816,-12.713479,maxweight,7,Via Atlântica
-38.155244,-12.718317,maxweight,7,Via Atlântica
-38.155361,-12.718436,maxweight,7,Via Atlântica
-38.154502,-12.718472,maxweight,7,
-38.155459,-12.719175,maxweight,7,
-38.308068,-12.722757,maxheight,5.5,Via Parafuso
-72.665700,-12.783622,maxweight,42,PE-28B
-38.218967,-12.793836,maxheight,5.5,Estrada do Coco
-72.681162,-12.797396,maxweight,42,PE-28B
-38.239427,-12.813222,maxweight,10,Rua Canto do Bosque
-38.241144,-12.814631,maxweight,10,Rua Canto do Bosque
-38.240509,-12.814846,maxweight,10,Rua Direita de Jauá
-38.240568,-12.814903,maxweight,10,Rua Direita de Jauá
-38.245311,-12.817644,maxweight,10,
-38.248343,-12.819468,maxheight,4.5,
-38.247986,-12.819750,maxweight,10,
-38.250911,-12.821246,maxheight,5.5,Estrada do Coco
-38.250841,-12.821349,maxheight,5.5,Estrada do Coco
-38.251401,-12.821589,maxheight,5.5,Estrada do Coco
-38.251499,-12.821658,maxheight,5.5,Estrada do Coco
-38.251313,-12.821705,maxheight,5.5,Estrada do Coco
-38.251411,-12.821777,maxheight,5.5,Estrada do Coco
-38.251951,-12.821978,maxheight,5.5,Estrada do Coco
-38.251990,-12.822176,maxheight,5.5,Estrada do Coco
-38.235284,-12.822204,maxweight,10,Rua Direita de Jauá
-38.399802,-12.822255,maxheight,5.5,Estrada CIA Aeroporto
-38.252978,-12.822839,maxheight,5.5,Estrada do Coco
-38.392762,-12.823675,maxheight,5.5,Estrada CIA Aeroporto
-38.254663,-12.823721,maxheight,5.5,Estrada do Coco
-38.392853,-12.823725,maxheight,5.5,Via Urbana
-38.392733,-12.823762,maxheight,5.5,Via Urbana
-38.256293,-12.824443,maxheight,5.5,Estrada do Coco
-38.259551,-12.825574,maxheight,5.5,Estrada do Coco
-38.231601,-12.826609,maxweight,10,Rua do Ocre
-38.231563,-12.826681,maxweight,10,Rua do Ocre
-38.262799,-12.826703,maxheight,5.5,Estrada do Coco
-38.232582,-12.827606,maxweight,10,Rua do Ocre
-38.230047,-12.829561,maxweight,10,Rua Direita de Jauá
-38.230079,-12.829581,maxweight,10,Rua Direita de Jauá
-38.234888,-12.830239,maxweight,10,Rua do Ocre
-38.237380,-12.831223,maxweight,10,
-38.236818,-12.831575,maxweight,10,
-38.377882,-12.831901,maxheight,5.5,Estrada CIA Aeroporto
-38.236901,-12.831942,maxweight,10,
-38.235842,-12.832289,maxweight,10,
-38.265266,-12.832876,maxheight,5.5,Estrada do Coco
-38.236619,-12.833386,maxweight,10,Alameda Bem Te Vi
-38.269951,-12.834423,maxheight,5.5,Estrada do Coco
-38.234342,-12.834475,maxweight,10,Alameda Bem Te Vi
-38.237610,-12.835265,maxweight,10,Rua do Canário
-38.362646,-12.839897,maxheight,5.5,Via Parafuso
-38.363046,-12.840284,maxheight,5.5,Via Parafuso
-38.362981,-12.840353,maxheight,5.5,Via Parafuso
-38.363295,-12.840522,maxheight,5.5,Via Parafuso
-38.362930,-12.840619,maxheight,5.5,Estrada CIA Aeroporto
-38.277041,-12.842544,maxheight,5.5,Estrada do Coco
-38.277585,-12.843423,maxheight,5.5,Estrada do Coco
-38.277927,-12.843982,maxheight,5.5,Estrada do Coco
-38.278408,-12.844079,maxheight,5.5,Estrada do Coco
-38.361958,-12.844599,maxheight,5.5,Estrada CIA Aeroporto
-38.361509,-12.847965,maxheight,5.5,Estrada CIA Aeroporto
-38.361504,-12.848050,maxheight,5.5,Estrada CIA Aeroporto
-38.361457,-12.848906,maxheight,5.5,Estrada CIA Aeroporto
-38.281306,-12.849878,maxheight,5.5,Estrada do Coco
-38.361759,-12.852479,maxheight,5.5,Estrada CIA Aeroporto
-38.284385,-12.853349,maxheight,5.5,Estrada do Coco
-38.284622,-12.855707,maxheight,5.5,Estrada do Coco
-72.699391,-12.855797,maxweight,10,PE-28B
-38.287311,-12.858955,maxheight,5.5,Estrada do Coco
-38.363167,-12.865586,maxheight,5.5,Estrada CIA Aeroporto
-38.783364,-12.872412,maxheight,4.4,Rua da Praia Grande
-38.758845,-12.874453,maxheight,4.4,Rua da Vaidade
-38.364089,-12.876036,maxheight,5.5,Estrada CIA Aeroporto
-38.364095,-12.876234,maxheight,5.5,Estrada CIA Aeroporto
-38.364126,-12.877038,maxheight,5.5,Estrada CIA Aeroporto
-38.759572,-12.877182,maxheight,4.3,Rua da Mangueira
-38.364191,-12.879546,maxheight,5.5,Estrada CIA Aeroporto
-38.684877,-12.879712,maxheight,4.4,Avenida Juracy Magalhães
-38.683451,-12.880222,maxheight,4.4,Avenida Dom Gerônimo
-38.684720,-12.880327,maxheight,4.4,Avenida Juracy Magalhães
-38.683987,-12.880457,maxheight,4.4,Rua Brigadeiro Lima
-38.684523,-12.880870,maxheight,4.4,Praça Batista Massa
-38.683028,-12.881514,maxheight,4.4,Rua Professor Cornélio
-38.364194,-12.881844,maxheight,5.5,Estrada CIA Aeroporto
-38.684070,-12.881948,maxheight,4.4,Rua José Carneiro
-38.683060,-12.882060,maxheight,4.4,Rua Régis Pacheco
-38.364175,-12.882576,maxheight,5.5,Estrada CIA Aeroporto
-38.683806,-12.883015,maxheight,4.4,Rua Régis Pacheco
-38.364164,-12.883034,maxheight,5.5,Estrada CIA Aeroporto
-38.364156,-12.883613,maxheight,5.5,Estrada CIA Aeroporto
-38.364136,-12.884529,maxheight,5.5,Estrada CIA Aeroporto
-38.457124,-12.907353,maxheight,5.5,Rua da Alegria de Campinas
-38.623007,-12.934108,maxheight,4.4,Rua Alto da Jaqueira
-38.622221,-12.934304,maxheight,4.4,
-39.251542,-12.959988,maxheight,4.4,Rua São Jorge
-38.435558,-12.963610,maxheight,5.5,Viaduto de Narandiba
-38.434963,-12.964098,maxheight,5.5,Viaduto de Narandiba
-39.238762,-12.966261,maxheight,4.4,Travessa Quatro Bairro São Paulo
-72.660340,-12.967337,maxweight,60,PE-28B
-39.265378,-12.967929,maxheight,4.4,Travessa Ruy Barbosa
-39.253137,-12.968548,maxheight,4.4,Rua do Calaba
-39.258134,-12.970030,maxheight,4.4,Terceira Travessa Fonte da Bela Vista
-39.259689,-12.970129,maxheight,4.4,Travessa Primeira Bela Vista
-39.247428,-12.970272,maxheight,4.4,Travessa Dois Nossa Senhora das GraÇas
-39.262055,-12.972756,maxheight,4.4,Avenida Contôrno
-39.257850,-12.973042,maxheight,4.4,Rua A
-39.249058,-12.973215,maxheight,4.4,Alameda 13
-39.280887,-12.974681,maxheight,4.4,Rua 29 de Setembro
-39.281526,-12.974945,maxheight,4.4,Primeira Rua de Junho
-39.280466,-12.975177,maxheight,4.4,Rua Vinte e Oito de Maio
-39.280237,-12.976016,maxheight,4.4,Rua São João
-38.518379,-12.980123,maxheight,2.7,
-39.278484,-12.983028,maxheight,4,Rua São José
-38.452146,-12.984559,maxheight,4.5,Complexo Viário Tatti Moreno
-38.452127,-12.984701,maxheight,4.5,Complexo Viário Tatti Moreno
-72.537969,-12.997061,maxweight,60,Avenida Panamericana
-72.533434,-12.997484,maxweight,60,Avenida Panamericana
-38.446060,-12.998220,maxheight,5.5,Avenida Octávio Mangabeira
-38.446012,-12.998324,maxheight,5.5,Avenida Octávio Mangabeira
-72.523853,-12.998967,maxweight,43,
-38.511094,-12.999641,maxheight,2.3,
-72.595140,-13.003098,maxweight,60,Avenida Panamericana
-38.462989,-13.003542,maxheight,2.1,
-72.556453,-13.004295,maxweight,60,Avenida Panamericana
-41.373444,-13.005046,maxweight,4,Rua da Ponte
-72.579955,-13.007608,maxweight,60,Avenida Panamericana
-72.495221,-13.016736,maxweight,60,PE-28B
-38.656936,-13.019876,maxheight,4.4,Rua da Fonte
-42.688612,-13.019948,maxheight,2,Rua Balodoino Leão
-38.656545,-13.020236,maxheight,4.4,Rua da Lagoa
-72.444948,-13.050691,maxweight,60,PE-28B
-72.406014,-13.063106,maxweight,60,PE-28B
-38.731738,-13.073214,maxheight,4.4,Rua Ogum
-38.731184,-13.073283,maxheight,4.4,
-38.730212,-13.073688,maxheight,4.4,Rua Exum
-38.728777,-13.074945,maxheight,4.4,Rua Exum
-38.727886,-13.075906,maxheight,4.4,
-39.282734,-13.086880,maxheight,4.4,
-39.296768,-13.088485,maxheight,4.4,
-39.296696,-13.089409,maxheight,4.4,
-39.283838,-13.092503,maxheight,4.4,
-39.289037,-13.094440,maxheight,4.4,
-72.585480,-13.136864,maxweight,0.2,
-72.563879,-13.174022,maxheight,5.3,
-70.384280,-13.185557,maxweight,60,Interoceanica Sur
-72.294891,-13.193635,maxweight,36,PE-28B
-72.299412,-13.217622,maxweight,36,PE-28B
-72.303573,-13.226556,maxweight,20,
-71.888988,-13.233780,maxweight,33,CU-105
-71.889409,-13.238966,maxweight,33,CU-105
-71.890948,-13.239128,maxweight,33,CU-105
-72.106369,-13.282979,maxweight,15,
-72.062990,-13.335544,maxweight,43,Puente Huayllabamba
-72.132494,-13.472654,maxweight,42,Carretera Longitudinal de la Sierra Sur
-71.978847,-13.512729,maxwidth,2,Concepción
-71.978169,-13.513302,maxwidth,2,Pumacurco
-71.958785,-13.523482,maxheight,5,Avenida de la Cultura
-71.958864,-13.523587,maxheight,5,Avenida de la Cultura
-71.955313,-13.524546,maxheight,5,Avenida de la Cultura
-71.955436,-13.524645,maxheight,5,Avenida de la Cultura
-71.943133,-13.525410,maxheight,2.5,Avenida Manantiales
-71.946393,-13.527138,maxheight,30,Avenida de la Cultura
-71.946207,-13.527319,maxheight,5.5,Avenida de la Cultura
-71.941191,-13.528523,maxheight,5.5,
-71.963868,-13.532059,maxheight,5.5,Avenida Los Pinos
-71.916769,-13.532080,maxheight,5.5,
-71.963794,-13.532162,maxheight,5.5,Avenida 28 de Julio
-71.963774,-13.532258,maxheight,5.5,Avenida 28 de Julio
-71.963776,-13.532374,maxheight,5.5,Avenida 28 de Julio
-71.957943,-13.532634,maxheight,5.5,Avenida Los Pinos
-71.958083,-13.532759,maxheight,5.5,Avenida 28 de Julio
-71.958541,-13.532791,maxheight,5.5,Avenida 28 de Julio
-71.958001,-13.532966,maxheight,5.5,Avenida 28 de Julio
-71.933779,-13.541086,maxheight,5,
-71.933721,-13.541097,maxheight,5,
-71.918445,-13.541759,maxheight,5.8,Vía de Evitamiento
-71.935637,-13.541761,maxheight,5,Vía de Evitamiento
-71.930637,-13.542220,maxheight,5,Via de evitamiento
-71.927114,-13.542235,maxheight,5.8,Vía de Evitamiento
-71.930376,-13.542787,maxheight,5.8,Avenida Pacifico
-71.892087,-13.545188,maxheight,5.5,
-71.890151,-13.549650,maxheight,5.5,Vía de Evitamiento
-71.888998,-13.549842,maxheight,5.5,
-71.888472,-13.550101,maxheight,5.5,Vía de Evitamiento
-71.861030,-13.553468,maxheight,5.5,Carretera Longitudinal de la Sierra Sur
-72.575202,-13.562708,maxweight,60,Carretera Longitudinal de la Sierra Sur
-72.244704,-13.698713,maxweight,48,
-73.950236,-13.848375,maxheight,1,
-73.950344,-13.849060,maxheight,1,
-39.469310,-13.904702,maxheight,6.8,Estrada Parque da Cidadania
-42.490182,-14.052732,maxweight,30,Rua Maria de Lourdes de Jesus Filha
-42.527562,-14.066046,maxheight,5.5,
-42.482207,-14.066456,maxweight,30,Rua 29 de Novembro
-39.736358,-14.128379,maxheight,4.4,
-39.733939,-14.135230,maxheight,4.4,Travessa Contorno
-42.625394,-14.165638,maxheight,4.5,Via Curral de Varas
-42.220852,-14.171898,maxheight,6.5,
-42.736768,-14.183352,maxheight,5.5,BR-030
-42.752147,-14.197684,maxweight,10,
-41.665436,-14.202347,maxweight,3.5,Praça José do Patrocínio
-41.665061,-14.202527,maxweight,3.5,Travessa Castro Alves
-42.764631,-14.211692,maxwidth,4,
-42.764471,-14.212167,maxwidth,4,
-70.256379,-14.335978,maxweight,48,Carretera Interoceánica Puno - Madre de Dios
-70.276420,-14.401076,maxweight,48,Carretera Interoceánica Puno - Madre de Dios
-67.505843,-14.432083,maxweight,20,Calle Luis Fernando Pellicioli
-67.505846,-14.432181,maxweight,20,Calle Luis Fernando Pellicioli
-70.257999,-14.483822,maxweight,48,Carretera Interoceánica Puno - Madre de Dios
-70.260104,-14.506334,maxweight,48,PE-34B
-70.274910,-14.524685,maxweight,48,Carretera Interoceánica Puno - Madre de Dios
-70.892139,-14.530308,maxweight,49,Carretera Longitudinal de la Sierra Sur
-70.886910,-14.534707,maxweight,49,Carretera Longitudinal de la Sierra Sur
-70.295507,-14.549342,maxweight,48,Carretera Interoceánica Puno - Madre de Dios
-70.328558,-14.580350,maxweight,48,Carretera Interoceánica Puno - Madre de Dios
-70.765059,-14.624736,maxweight,60,Carretera Longitudinal de la Sierra Sur
-48.775081,-14.661298,maxweight,12,Balsa Darlene
-57.163592,-14.784438,maxheight,5.5,MT-408
-56.423097,-14.827971,maxweight,20,Rodovia Deputado Ary Leite de Campos
-56.419792,-14.829992,maxweight,20,Rodovia Deputado Ary Leite de Campos
-56.416694,-14.831914,maxweight,20,Rodovia Deputado Ary Leite de Campos
-56.414903,-14.833011,maxweight,20,Rodovia Deputado Ary Leite de Campos
-56.392534,-14.845703,maxweight,20,Rodovia Deputado Ary Leite de Campos
-70.596698,-14.891494,maxweight,60,PE-3S
-70.403534,-14.952873,maxweight,33,PE-3SH
-70.500153,-14.965108,maxweight,60,Carretera Longitudinal de la Sierra Sur
-65.579267,-15.004202,maxheight,5.5,RN3: Trinidad-San Ignacio de Moxos
-70.384984,-15.014336,maxweight,60,Carretera Longitudinal de la Sierra Sur
-70.356343,-15.039497,maxweight,20,PE-3SH
-67.034676,-15.149663,maxheight,15,
-40.249087,-15.242710,maxwidth,3,Avenida Vitória da Conquista
-40.247560,-15.242896,maxwidth,3,Avenida Vitória da Conquista
-40.247299,-15.243420,maxwidth,3,Rua Carneiro Ribeiro
-40.241766,-15.255754,maxwidth,4,Caminho 1
-40.242186,-15.255862,maxwidth,4,Caminho 2
-40.241581,-15.256439,maxwidth,4,Caminho 3
-40.241998,-15.256543,maxwidth,4,Caminho 4
-40.241324,-15.257397,maxwidth,4,Caminho 5
-40.241734,-15.257503,maxwidth,4,Caminho 6
-70.226247,-15.297950,maxweight,36,Carretera Interoceánica Puno - Madre de Dios
-55.896142,-15.336885,maxweight,3.5,MT-251;MT-020
-55.862521,-15.346433,maxweight,3.5,MT-020
-55.829025,-15.356136,maxweight,3.5,MT-251;MT-020
-55.829014,-15.356546,maxweight,3.5,MT-020
-55.829000,-15.357020,maxweight,3.5,MT-020
-55.829166,-15.357923,maxweight,3.5,MT-020
-55.942514,-15.365595,maxweight,3.5,Rodovia Emanuel Pinheiro
-55.839495,-15.370753,maxweight,3.5,MT-020
-55.839939,-15.382673,maxweight,3.5,MT-251;MT-020
-55.831063,-15.394275,maxweight,3.5,MT-020
-55.988909,-15.395128,maxweight,3.5,Rodovia Emanuel Pinheiro
-55.822121,-15.405921,maxweight,3.5,MT-251;MT-020
-56.001672,-15.409201,maxweight,3.5,Rodovia Emanuel Pinheiro
-55.814076,-15.414563,maxweight,3.5,MT-251;MT-020
-55.805914,-15.423245,maxweight,3.5,MT-251;MT-020
-55.793356,-15.429002,maxweight,3.5,MT-251;MT-020
-70.140034,-15.437217,maxweight,60,PE-3S
-67.263713,-15.458243,maxweight,2.5,
-40.430270,-15.564464,maxweight,15,BA-270
-40.430647,-15.564543,maxweight,15,BA-270
-40.433773,-15.565252,maxweight,15,BA-270
-56.077574,-15.568642,maxweight,2.5,
-56.077803,-15.569636,maxweight,2.5,
-56.072583,-15.574461,maxweight,24,Avenida Historiador Rubens de Mendonça
-56.073172,-15.575186,maxweight,24,Avenida Historiador Rubens de Mendonça
-56.074393,-15.576664,maxweight,24,Avenida Historiador Rubens de Mendonça
-56.075388,-15.577855,maxweight,24,Avenida Historiador Rubens de Mendonça
-56.109842,-15.579705,maxweight,24,Avenida Miguel Sutil
-56.089244,-15.581338,maxheight,5.5,Avenida República do Líbano
-56.089169,-15.581440,maxheight,5.5,Avenida República do Líbano
-56.077975,-15.581665,maxweight,24,Avenida Historiador Rubens de Mendonça
-56.080268,-15.585115,maxweight,24,Avenida Historiador Rubens de Mendonça
-56.081486,-15.586389,maxweight,24,Avenida Historiador Rubens de Mendonça
-56.170667,-15.647192,maxweight,10,Rua Mar do Caribe
-55.990774,-15.653748,maxheight,6,
-55.989306,-15.654309,maxheight,5.5,
-71.670573,-15.655162,maxweight,43,
-55.980967,-15.657682,maxheight,5.4,Avenida 30
-55.980517,-15.657848,maxheight,5.4,Avenida 30
-47.804802,-15.664052,maxheight,4.5,
-47.805064,-15.664221,maxheight,4.5,
-47.890738,-15.739341,maxheight,4.05,CLN 215/216
-47.891372,-15.739530,maxheight,4.05,CLN 215/216
-47.891988,-15.739714,maxheight,4.05,CLN 115/116
-47.888747,-15.745572,maxheight,4.05,CLN 213/214
-47.889376,-15.745764,maxheight,4.05,CLN 213/214
-47.889991,-15.745952,maxheight,4.05,CLN 113/114
-47.886766,-15.751755,maxheight,3.9,CLN 211/212
-47.887396,-15.751940,maxheight,3.9,CLN 111/112
-47.888021,-15.752135,maxheight,3.9,CLN 111/112
-47.884751,-15.757975,maxheight,3.8,CLN 209/210
-47.885391,-15.758178,maxheight,3.8,CLN 109/110
-47.886027,-15.758365,maxheight,3.8,CLN 109/110
-70.991257,-15.762281,maxweight,60,Vía Interoceánica Sur - Tramo 5
-47.882777,-15.764188,maxheight,3.8,CLN 207/208
-47.883397,-15.764375,maxheight,3.8,CLN 207/208
-47.884008,-15.764559,maxheight,3.8,CLN 107/108
-47.881116,-15.770579,maxheight,3.95,CLN 205/206
-47.881781,-15.770689,maxheight,3.95,CLN 105/106
-47.882434,-15.770796,maxheight,3.95,CLN 105/106
-47.880229,-15.777089,maxheight,3.7,CLN 203/204
-47.880867,-15.777137,maxheight,3.7,CLN 103/104
-47.881531,-15.777182,maxheight,3.7,CLN 103/104
-47.881201,-15.783604,maxheight,3.95,
-47.880542,-15.783623,maxheight,3.95,
-47.879894,-15.783638,maxheight,3.95,
-47.858669,-15.793081,maxheight,4.9,SGO
-47.935004,-15.799235,maxwidth,2.5,
-47.891898,-15.808006,maxheight,3.6,CLS 103/104
-47.891395,-15.808430,maxheight,3.6,CLS 103/104
-47.896502,-15.812677,maxheight,3.6,CLS 105/106
-47.901577,-15.816799,maxheight,3.55,CLS 107/108
-47.901186,-15.817308,maxheight,3.55,CLS 107/108
-48.113441,-15.819973,maxheight,4,
-48.113562,-15.820035,maxheight,4,
-48.114168,-15.820352,maxheight,3,
-47.906973,-15.820676,maxheight,3.85,CLS 109/110
-47.912351,-15.824561,maxheight,3.55,CLS 111/112
-48.110844,-15.824659,maxheight,3,
-48.110943,-15.824710,maxheight,3,
-48.111029,-15.824756,maxheight,3,
-48.111195,-15.824843,maxheight,3,
-47.911937,-15.825089,maxheight,3.55,CLS 211/212
-47.917722,-15.828483,maxheight,3.7,CLS 113/114
-47.923109,-15.832372,maxheight,3.7,CLS 115/116
-47.910150,-15.835303,maxweight,3,Home (SSOH)
-71.088708,-15.836139,maxweight,80,Vía Interoceánica Sur - Tramo 5
-71.089420,-15.836818,maxweight,80,Vía Interoceánica Sur - Tramo 5
-71.089818,-15.837131,maxweight,80,Vía Interoceánica Sur - Tramo 5
-47.995619,-15.847066,maxwidth,4,SMPW quadra 4 Conjunto 7 Chacara 5
-47.935100,-15.861135,maxheight,5.5,Estrada Parque Aeroporto
-47.934967,-15.861168,maxheight,5.5,Estrada Parque Aeroporto
-47.938345,-15.863190,maxheight,4.5,
-47.923452,-15.870311,maxheight,2.55,
-47.958761,-15.874415,maxheight,4.6,Estrada Parque Dom Bosco
